[0, "RT @ACreativeLoser: Are we live @cthagod ? Are we Live? Alright Check it...\n."]
[2050, "@britneyspears: Does anyone think global warming is a good thing? I love Lady Gaga.  I think she's a really interesting a ist.\n."]
[2051, "Demi Lovato is 'Really Proud' of Miley Cyrus Getting Sober https://t.co/3AvJ1Aglox https://t.co/IxP3NEhCRf\n."]
[2052, "RT @LiveNationUK: EXTRA TICKETS: standing &amp; seated now available for BOTH @ladygaga dates at @TheO2! Book yours 👉https://t.co/ScFpqiNegs ht…\n."]
[2053, "@lnkedVixen: 15 Photos Of The Real Mexican Selena Gomez. She's Even Better Than The Real Thing...\n."]
[2054, "More info at htt�\n."]
[2055, "5 Things You Need To Know About Taylor Swift’s New Boyfriend Joe Alwyn https://t.co/hRWxdEs0Dt https://t.co/POZueJ0tdd\n."]
[2056, "RT @MSDInvents: For more than a century, MSD has been inventing for many of the world's most challenging diseases: https://t.co/EZaUP2u9bc…\n."]
[2057, "@ElvisDuranShow: ?? Check out #MileyCyrus' LIVE #Malibu performance from our show today! ??\n."]
[2058, "I liked a @YouTube video https://t.co/PGzrh1ot8s Hey ma - Pitbull, Camila cabello (English version)\n."]
[2059, "Hoping I slay my interview this Thurs. (T Swift style). Almost everything Taylor does, is successful.  So maybe it will work for me too 🙏🏻.\n."]
[2060, "@luxcharles_: Kanye West next album will be legendary!!!\n."]
[2061, "miley cyrus looks so good i'm so happy for her\n."]
[2062, "RT @gagadaily: Lady Gaga's #TheCure has reached 50 million streams on Spotify! Stream it from the Today's Top Hits playlist: https://t.co/i…\n."]
[2063, "@hsfloural: otros medios: y taylor swift? Y kendall? Eres gay? Eres hetero?\n."]
[2064, "@haus_xo: From defining a generation to redefining one's own career. The Lady in the Gaga. https://t.co/gxdFg9U2oq\n."]
[2065, "@ProyectoAyudaJB: I am voting for Justin Bieber for TOP SOCIAL A IST at the #BBMAs.   to vote! #JustinBBMAs https://t.co/UlYjtGmltL\n."]
[2066, "RT @enews: She knew places they wouldn't be found: Taylor Swift went to "great lengths" to keep her Joe Alwyn romance a secret. https://t.c…\n."]
[2067, "#NowPlaying Kanye West @kanyewest ft Rihanna @rihanna &amp; Swizz Beatz @therealswizz - Famous on OYL Radio - https://t.co/SMvtDMxQN8\n."]
[2068, "Now playing #Bitch better have my money by #Rihanna #listenradio #radionet #radio #listen !\n."]
[2069, "J'aime une vidéo @YouTube : "Lady Gaga - Perfect Illusion" à l'adresse https://t.co/ogfjlR7dpW.\n."]
[2070, "@Camila_Cabello: GUYYS!! So excited to perform "Hey Ma" w @pitbull and @JBALVIN , see you tonight at 8/7c on @MTV! #MTVAwards https://t.�\n."]
[2071, "Got offered a job to babysit a 3 year old boy and a pitbull???? #thankyougod\n."]
[2072, "RT @CSNPhilly: Embiid feels great, made pitch to Rihanna: "Look at myself. I'm 7-2. I'm good looking. Women usually love my accent" https:/…\n."]
[2073, "RT @viralninjaweb: 25 Times Miley Cyrus Showed Off More Than She Should Have https://t.co/9OrS7QJS1Z https://t.co/7huCuCfVmZ\n."]
[2074, "RT @AmazinVoices: If Rihanna and Sia had a daughter she would sound like this https://t.co/z3z24PQnlF\n."]
[2075, "@MuuMuse: 🚨 “Criminal” is currently Top 20 on Hungarian iTunes for no apparent reason. 🚨 Britney Spears is TOO relevant. 🚨 https://t.co/…\n."]
[2076, "songs by justin bieber list, To give anything less than your best, is to sacrifice the gift., http://goo. #1d #rihanna #bieber #adele #song\n."]
[2077, "TOP ÁLBUNS:\n."]
[2078, "RT @alannamarie77: *goes to bubble tea place* @L_P_B__ : "This is the first time I've been here that they haven't been playing Bruno Mars.\n."]
[2079, "RT @B_Ball_Stuff: "The Process" Takes NYC - Inside Joel Embiid's day where he made a play for Rihanna, clowned around Magic Johnson and sec…\n."]
[2080, "Rihanna is sexy\n."]
[2081, "But Spicy had a whole beef with dippin dots, he's a pitbull 😉 https://t.co/4k1oPTPIk4\n."]
[2082, "We are playing Love On The Brain by Rihanna\n."]
[2083, "I LOVE STANNING LEGENDS\n."]
[2084, "RT @50cent: I liked a @YouTube video https://t.co/1Ge2QzqAll Rihanna Love On the Brain | Live at Global Citizen Festival 2016\n."]
[2085, "RT @AstoundingSwift: WHO.. CARES.. HOW MANY GUYS... TAYLOR SWIFT... HAS DATED\n."]
[2086, "Demi Lovato is 'Really Proud' of Miley Cyrus Getting Sober https://t.co/2j2DoKvGVp https://t.co/psY6OAoWAQ\n."]
[2087, "@emma_____weaver: Gonna bring this back one more time https://t.co/Z7AzXgPDIi\n."]
[2088, "I liked a @YouTube video https://t.co/ak0Yw0JIc9 Siblings Mashup Dance Battle (Bruno Mars - That's What I Like Mix) | Ranz and Niana\n."]
[2089, "@rihanna is gay she ain't even black\n."]
[2090, "Great performer\n."]
[2091, "@kissEMOTIONstan: 99. The climb - Miley Cyrus. This is her best song, she has yet to top it. https://t.co/6BrMuTF8Yb\n."]
[2092, "She can date who she wants\n."]
[2093, "@FCNaturists @ParisJackson Many thought that Miley Cyrus was a great spokesperson, but all she was is a self-promot� https://t.co/Bir4iH5uFk\n."]
[2094, "TOP �LBUNS:\n."]
[2095, "More here: ht�\n."]
[2096, "When Rihanna and her brother follows your best friend but you can't even get a text back ????\n."]
[2097, "Miley Cyrus at a radio station in New York\n."]
[2098, "Have y'all heard Justin Bieber's Spanish song? Bae so great at music. Y'all sleep. https://t.co/GwiYEjcPLb\n."]
[2099, "an objective list of the best songs of modern history:\n."]
[2100, "when we were young x adele 😍😍😍✨*repeat*\n."]
[2101, "RT @JustJared: Demi Lovato is super supportive of Miley Cyrus getting clean! https://t.co/FG83rphabT\n."]
[2102, "don't need a boyfriend i need a dog, baby boy pitbull to be exact\n."]
[2103, "RT @Farandula242: OMG! ¿Beyoncé acompañará a Lady Gaga en el Super Bowl? (+ Foto) https://t.co/U9MXGgjPQt https://t.co/gGTElHYuhY\n."]
[2104, "Funny Pitbull Compilation 2017 | Best Funny Pitbull Videos Ever\n."]
[2105, "@LifeWithSelG: Are you ready for the next era in Selena Gomez’s career? #SGBadLiar #BadLiar #SG2. https://t.co/eMIwMHl1BU\n."]
[2106, "Kehlani liked Taeyeon's photo\n."]
[2107, "tbh I was about ready to give up today, but then I heard Miley Cyrus on the radio say "sometimes life doesn't go as we plan it" ??\n."]
[2108, "From Meg Whitman To Taylor Swift: Meet The 60 Richest, Most ... - Forbes https://t.co/N7ohtiOAgm\n."]
[2109, "#tmz rihanna naked singapore sexy partner https://t.co/5MHiZLgDdG\n."]
[2110, "RT @TocHendrix: I love "Bruno mars - what I like" every time I get in the car I play it.\n."]
[2111, "Lavar knows he ain't gonna win that battle in the court of public opinion. Taylor Swift twitter ain't having it.\n."]
[2112, "@worldbtsbr: Lady Gaga � super kapopeira gente, uma girl band de Kpop que abre os shows dela, n�o me recordo o nome. #BTSBBMAs\n."]
[2113, "Soy el mapa, soy el mapa, soy el mapa... (*sale pitbull*) Dale mapa, a la Dora, mira que ta bien buena, ya tu sabe!...\n."]
[2114, "@JoanneWorldTour: A Katy Perry fan is claiming that Katy's upcoming single #WITNESS will feature Lady Gaga. Could this be true? ?? https:�\n."]
[2115, "Lol idc if yawl like Rihanna. All she do is fuck with all of holiday. She ??\n."]
[2116, "Miley Cyrus Is A Beautiful Woman\n."]
[2117, "@jinspirationbrz: Justin Bieber durante sua segunda live no Instagram. #JustinBBMAs https://t.co/LIfAErQtMa\n."]
[2118, "Loved Malibu by Miley Cyrus on last.fm https://t.co/PSp2nasCFE #jotafm\n."]
[2119, "'But I'm cool with it, act a fool with it, went to one of my old neighborh... https://t.co/0q0HzQRiis\n."]
[2120, "#bigtits #pornstar #bubble #ass #bikini #milf #hot #supergirl miley cyrus's nude https://t.co/7jjGYYZbIX\n."]
[2121, "Since the death of Miley Cyrus, Luann Stewart has gone on to achieve great fame\n."]
[2122, "@Mix965Houston Thanks for great Mix today. From Christina Perri to Taylor Swift.\n."]
[2123, "@HaileeSteinfeld: Thanks for bearing with me tonight LA. Next time I'm pulling an Adele. 😉👑\n."]
[2124, "@mollykovoo is retweeting everything Justin Bieber and I love it ????\n."]
[2125, "The best Italian music   1 Music top (11/09/2016) (02/10/2016) Adele When We Were Young\n."]
[2126, "@edm_6yhn: ????? BEST??\n."]
[2127, "RT @enews: Taylor Swift happened to find someone whose reputation has not preceded him for a change. Is this the right move? https://t.co/0…\n."]
[2128, "RT @TSupdated: With a net worth of $280M, Taylor is once again the youngest person on @Forbes 2017 'Self-Made Women' list!\n."]
[2129, "omg and if your ever bored and need a laugh go watch the Bruno mars kareoke  car pool video with James corden!!! so so funny!!\n."]
[2130, "@Adele  love u :)...\n."]
[2131, "@fentyy:   if ur happy n thought Rihanna looked good af https://t.co/NF6bPhsyxi\n."]
[2132, "RT @PopCrave: Miley Cyrus reveals that she wrote her entire upcoming album on her own, no co-writers: "I just kinda feel like I know myself…\n."]
[2133, "@IIuminame @tsumugiluvr i... love pitbull mr worldwide mr 305\n."]
[2134, "lea wants a girl squad with adele celine and emma...i approve\n."]
[2135, "FREE PITBULL!!! His name is boomer and he's 5 years old ?? he's such a sweet hea  and good with kids. His owner can� https://t.co/FoM284Zo1v\n."]
[2136, ""....maybe you're finding a new freedom, also about individuality &amp; the freedom in that.." -Miley Cyrus ????\n."]
[2137, "@rkelly @rkellymusic Getting ready to Sta  with a sizable bankroll along with being  a Genius with  Epic connectio� https://t.co/gMfuYSTQMC\n."]
[2138, "RT @LadyGagaHooker: Iconic moment at Lady Gaga's artRAVE ARTPOP Ball Tour. No matter what, #LoveIsLove https://t.co/i762t8Z3dn\n."]
[2139, "RT @FreddyAmazin: Rihanna always puts so much emotion into Love On The Brain.. i wonder who is on her mind when she's singing it https://t.…\n."]
[2140, "RT @MarajLegend: No other pop song will ever have better production than Britney Spears had with "Gimme More" . EVER!  https://t.co/u0SSLu3…\n."]
[2141, "@jinspirationbrz: Screenshots do Justin Bieber em sua live do Instagram hoje. (16) #JustinBBMAs https://t.co/CXaKWbGh5m\n."]
[2142, "Thanks for making this @Spotify!\n."]
[2143, "rihanna naked p #nude alyx vance mod https://t.co/aaPuQteB7Z\n."]
[2144, "Hey @Distinguisher_  Kanye West wrote The Life Of Pablo about your van. Thats so sweet of him\n."]
[2145, "@lanchado @miiiichel ok miley cyrus - minha pequena eva.mp3\n."]
[2146, "我喜歡一部 @YouTube 影片 https://t.co/9nsbxJ3qvu Lady Gaga - The Cure (Lyric Video)\n."]
[2147, "A LIVE DO BIEBER\n."]
[2148, "Lady Gaga, your smile brightens my days, keep smiling because you deserve to be happy\n."]
[2149, "Joe Alwyn: Is this Taylor Swift's new boyfriend? - New Zealand Herald https://t.co/LZDG6yt7SF     #news https://t.co/SrdnQMAgoT\n."]
[2150, "RT @CSSMFC: Awesome Adele #Chaturbate Bio design template! https://t.co/idviCbEd7z Available for live editing on #CamgirlLiveEditor tool\n."]
[2151, "Reproduciendo "Fun (feat. Chris Brown)" de "Pitbull" en #RadioGarach !!!\n."]
[2152, "Miley Cyrus AHHH!!! I love her!!! ? #FallonTonight\n."]
[2153, "JUST IN: New Footage of Julian Assange, Lady Gaga Discussing How To Free Chelsea Manning https://t.co/q1V5fZLVYk via @breaking911\n."]
[2154, "S� o Justin Bieber mesmo pra postar a mesma selfie 8 vezes seguidas no Instagram e a galera achar cool\n."]
[2155, "RT @accesshollywood: .@mileycyrus is back at the top of the charts with #Malibu &amp; she has SO much love for the fans for making it happen! h…\n."]
[2156, "@scottbradlee: "Love On The Brain" by @rihanna https://t.co/hBr4Z3h40j\n."]
[2157, "Gostei de um vídeo @YouTube https://t.co/IHk9x2s9QQ My Love (To Your New Lover) - Adele (Boyce Avenue acoustic cover) on Spotify\n."]
[2158, "❝Why can't people be more like rainbows?❞ https:/…\n."]
[2159, "— 2 números #1 na Billboard Hot 100 Brasil https://t.co/zl…\n."]
[2160, "@SQUlDZ: Woah woah woah hell nah Ri Ri you tripping that's a girl's favorite hobby, we just make up lies https://t.co/8wqQ3PosGr\n."]
[2161, "deviam ter falado com a rihanna pra estrear o clipe de love on the brain lá https://t.co/JBNKb9n8j7\n."]
[2162, "@papermagazine: Taylor Swift asked a gender studies professor to be an expe  witness in her sexual assault trial https://t.co/QgJ0fnO6G…\n."]
[2163, "RT @TheShadyFacts: Miley Cyrus' new album is COMPLETELY self-written. https://t.co/pqII0lYG0v\n."]
[2164, "@anticonic:   if you're a Rihanna fan and you're happy that she wore a fur coat to a Dior fashion show https://t.co/MeBBGZtc7f\n."]
[2165, "Are you true Belieber ?\n."]
[2166, "Gonna bring this back one more time https://t.co/Z7AzXgPDIi\n."]
[2167, "@WUTBAdele: I'll take a cute Adele any day https://t.co/fuzCDiQatd\n."]
[2168, "@AzuraVerseau You can do it! :) Pakinggan mo 'yung The Climb ni Miley Cyrus! :D\n."]
[2169, "@justinbie8er94: Video of Justin Bieber on Instagram Live. (May 16)\n."]
[2170, "RT @WUTBAdele: Emma's best friend is Adele.... ummm well look at this https://t.co/R15qb9VRHS\n."]
[2171, "@AstoundingSwift: guys. i love taylor swift so much\n."]
[2172, "@Top50Oficial: 3. @pitbull feat @JBALVIN &amp; @Camila_Cabello - Hey Ma (-1) (Peak: 1 / Weeks On: 8)\n."]
[2173, "Welcome to New York 🗽\n."]
[2174, "RT @RihannaNewsUK: Joel Embiid isn't giving up on his quest for Rihanna date - New York Post https://t.co/jMToz0CKc8 https://t.co/qmeliufgrY\n."]
[2175, "Britney Army &amp; Camilizers I don't know most of you BUT guys u r the best, we stan the 2 most AMAZING AND TALENTED GIRLS IN THE ENTIRE WORLD.\n."]
[2176, "Yes I did just comment "IM SO PROUD OF YOU!"on Miley Cyrus's Instagram post because we all need a little encouragement, even from a stranger\n."]
[2177, "@LissethJennifer: goofy is attractive fr.\n."]
[2178, "https://t.co/DN368YMKYf #JustinBieber Justin Bieber Thrilled Kou ney Kardashian Is Finding Happiness With Younes B� https://t.co/NHdaJTdOdR\n."]
[2179, "@justinbieberID: Justin Bieber is the first a ist ever to tally new No. 1s on the #Hot100 in back-to-back weeks.\n."]
[2180, "RT delavinkisses: #NowPlaying the old but gold Sparks fly- Taylor Swift. Good night for now fam, but there's something exciting na mangyaya…\n."]
[2181, "#NickiMinaj #Deals Lot Of 10 Designer perfume samples True Religion,Britney Spears,Nicki Minaj,more https://t.co/H3gMlNOGJG #Google #Trend\n."]
[2182, "@NathanZed: Kanye West Live Performances Over the Years\n."]
[2183, "@workbyfenty:   if ur happy n thought Rihanna looked good af https://t.co/1xAlTKlRLj\n."]
[2184, "#hot cowboy sex rihanna and nude https://t.co/fKV0QzbEsr\n."]
[2185, "I Don’t Wanna Live Forever (Fifty Shades Darker) by ZAYN &amp; Taylor Swift — https://t.co/f5urWMLFfp\n."]
[2186, "I liked a @YouTube video https://t.co/eer8m9bzwD Rihanna - Needed Me (Sub. Español)\n."]
[2187, "I liked a @YouTube video https://t.co/pdluf1xBJN That's What I Like - Bruno Mars | Cover by Asia Anastasia\n."]
[2188, "Justin Bieber fez live e eu perdi\n."]
[2189, "Mike Will Made-It and Rihanna - Nothing Is Promised (Clean) #NOWPLAYING #MIX101RADIO #IAMDJ525\n."]
[2190, "@01lerjer: Trade these dms only for Meghan T dms or for good offers (ultras)\n."]
[2191, "MILEY CYRUS SINGING "MALIBU" IS SO BEAUTIFUL AND PURE I LOVE HER 🌊☀️💖🌻💞🌺\n."]
[2192, "#NowPlaying Too Good (Clean) by Drake ft Rihanna on https://t.co/WYByItaFM6 https://t.co/7OEmXjnIob\n."]
[2193, "She better tag Rihanna in that last Instagram post\n."]
[2194, "Right now\n."]
[2195, "Pebble cuddles when not feeling good is the best.  #wednesday #pitbull #pitsofinstagram @ Smiths… https://t.co/LxLDgAJA38\n."]
[2196, "@KacieGoins: @chrysheaa @_FlyHigh52 That Hoe Is More Like A Chihuahua , She Don't Get Down Like A Pitbull ????\n."]
[2197, "@TheShadyFacts: Miley Cyrus' new album is COMPLETELY self-written. https://t.co/pqII0lYG0v\n."]
[2198, "JUST IN: New Footage of Julian Assange, Lady Gaga Discussing How To Free Chelsea Manning - https://t.co/0mBY2tLXyz https://t.co/MXQpEiCMEj\n."]
[2199, "Miley Cyrus is smoking hot!!!! If you disagree, I�ll fight you.\n."]
[2200, "I have too much energy\n."]
[2201, "I've loved Miley Cyrus since she was Hannah Montana🖤\n."]
[2202, "@taayanthony: Rihanna hyping Rihanna is the best thing ever. https://t.co/8kdnsslNm3\n."]
[2203, "I really been dissecting kanye west productions lately...🔥..so much to learn.\n."]
[2204, "let me love you / dj snake,  justin bieber\n."]
[2205, "Paralyzed Pitbull Runs To Welcome Her Soldier Daddy Home from 6 Month Deployment https://t.co/CObDy3BjmV\n."]
[2206, "@kissEMOTIONstan: 87. Fly on the wall - Miley Cyrus. I loved this video so much! https://t.co/VZGwqAAtdP\n."]
[2207, "@ESSENCE_0F_SEAN: IN 2001, @MTV DECLARED @JANETJACKSON THEIR VERY FIRST ICON!\n."]
[2208, "The best male artist nowadays\n."]
[2209, "@therealwj1 @reIatabIe Nobody cares about Miley Cyrus lol\n."]
[2210, "Old, but re-sharing. #Bowie #Portraits #Photography #London @guardian https://t.co/M67gZwZ7EQ\n."]
[2211, "@cha data: Japan Hot 100: #61(new) Hey Ma, @pitbull &amp; @JBALVIN Feat. @Camila_Cabello.\n."]
[2212, "@isabell74945585 Espera um pouquinho, hahaha\n."]
[2213, "@leviwrfel: i wanna be this high right now https://t.co/ywhqGp9KJw\n."]
[2214, "I liked a @YouTube video https://t.co/GnJkUFOmna Deepika Padukone BEST REPLY To Rihanna's Insta Post On Deepika's Dress\n."]
[2215, "@iwatchedbieber: imagine not stanning someone as amazing as Justin Bieber im so sorry for you if you can't relate honestly\n."]
[2216, "10. Malibu - Miley Cyrus (+2) *new peak*\n."]
[2217, "Me ha gustado un vídeo de @YouTube (https://t.co/MZjJAQmwQh - Bossa n` Adele - Full Album! - The Sexiest Electro-bossa Songbook of\n."]
[2218, "@mtrvnch: Taylor Swift:   if you've seen live, like if you haven't https://t.co/xRZRUtumh9\n."]
[2219, "@justin__love__7: Justin Bieber Cute boy 2014\n."]
[2220, "Estou indo dormir feliz da vida s� de lembrar da live de hoje, obrigado Justin Bieber te amo\n."]
[2221, "@workbyfenty: Remember when Rihanna invented a dancehall medley? This was ICONIC. https://t.co/YK9GtTLCx4\n."]
[2222, "Bruno Mars really took the "Baby I'm Yours" beat and made a good song to eat ya girl booty meat to.\n."]
[2223, "@TIME She looks like an older, methed out, Miley Cyrus.\n."]
[2224, "@jinspirationbrz: Screenshots do Justin Bieber em sua live do Instagram hoje. (16) #JustinBBMAs https://t.co/jXYGXE7L\n."]
[2225, "A veces me siento Lucky, la de la canción de Britney Spears.\n."]
[2226, "Miley Cyrus!! ?? She looks fantastic! #FallonTonight #FallonMono\n."]
[2227, "@Breaking911: JUST IN: New Footage of Julian Assange, Lady Gaga Discussing How To Free Chelsea Manning - https://t.co/0mBY2tLXyz https:/�\n."]
[2228, "@JDBVoteSpree: Justin Bieber Instagram Livestream Pa  1 Enjoy!\n."]
[2229, "All I can say is I hope Taylor Swift is happy and all goes well for her! #TaylorSwift\n."]
[2230, "#Fashion #LadyGaga Lady Gaga-Born This Way #CD NEW https://t.co/rmtZhZEbWX #Deal #Bargain https://t.co/np3aGdXRwW\n."]
[2231, "How is Harry's song Two Ghost's about Taylor Swift?? He says "Same white shirt, couple more tattoos" she doesn't have any tattoos\n."]
[2232, "Taylor Alison Swift is a grown ass woman and can date who ever the hell she wants 😤\n."]
[2233, "Miley Cyrus' upcoming album is gonna be her most personal album to date\n."]
[2234, ""Can&amp;#039;t Make You Love Me" by Britney Spears https://t.co/aCpgOvDgoj #Can039tM\n."]
[2235, "Yes natapos ko na aralin ang Your love sa piano hahaha next Hello by Adele\n."]
[2236, "Taylor Swift sent a nice gift to a teen who invited her to her graduation party https://t.co/yMxiMlB0LI https://t.co/LbFVDQzGUB\n."]
[2237, "@kissEMOTIONstan: 23. New Classic - Selena Gomez &amp; Drew Seesly. I can't believe drew never became a thing he was so talented. https://t.…\n."]
[2238, "THE BEST KANYE WEST SONG OF ALL TIME IS PARANOID\n."]
[2239, "@ yourkink: Kanye West's smile\n."]
[2240, "I liked a @YouTube video https://t.co/uuuJU0X8uu Full Justin Bieber Instagram livestream from Cape Town, South Africa being cute - May\n."]
[2241, "- ¿Y Adele es normal?\n."]
[2242, "I used Shazam to discover Better by Britney Spears. https://t.co/qOuKjxZgfa\n."]
[2243, "I personally LOVED their cover performance of Lady Gaga's "Just Dance". ?? https://t.co/GL9Jr7K3Xa\n."]
[2244, "I added a video to a @YouTube playlist https://t.co/U5ZK5lAh3t ZAYN, Taylor Swift - I Don’t Wanna Live Forever (Fifty Shades Darker)\n."]
[2245, "RT @rihspectme: I absolutely LOVE that we haven't heard of Taylor Swift in a very long time but I feel like she's gonna come back &amp; be ever…\n."]
[2246, "RT @TSupdated: According to @enews, Taylor Swift is dating British actor Joe Alwyn and is hiding in London. Could this be true?  https://t.…\n."]
[2247, "I love Selena Gomez\n."]
[2248, "journals is justin bieber's best album\n."]
[2249, "Why Taylor Swift's Latest Approach to Romance Is the Right Move for Her https://t.co/raZo5uEd4T https://t.co/0BvFE0JZng\n."]
[2250, "I liked a @YouTube video https://t.co/QnqYiFutzN IT AIN'T ME - Selena Gomez &amp; Kygo | Kina Grannis &amp; KHS COVER\n."]
[2251, "I got Lady Gaga!  Choose Five Hot Men And We'll Reveal Which Pop Diva You Are https://t.co/2HfoG4CsSj via @buzzfeeders\n."]
[2252, "@Big_C2400 Ok I love you too but britney spears is not being played at my funeral.. play some hannah montana or something\n."]
[2253, "Jai trouvé cet excellent enregistrement de « Safe and Sound » sur #Smule : https://t.co/HL0GSVKWj6 #SingKaraoke\n."]
[2254, "don't need a boyfriend i need a dog, baby boy pitbull to be exact\n."]
[2255, "@LifeWithSelG: Are you ready for the next era in Selena Gomez’s career? #SGBadLiar #BadLiar #SG2. https://t.co/eMIwMHl1BU\n."]
[2256, "@RuggedJefff it's ok sweets if i stanned taylor swift i'd be bitter too\n."]
[2257, "i wish i were a pitbull. maybe my mans would love me then. ??\n."]
[2258, "@AVSTlN: Miley Cyrus is lookin so good i just busted 8 nuts in my oatmeal\n."]
[2259, "@BLMorris715: @TGowdySC I think that #SheriffDavidClarke would make an awesome director for the FBI, he seems like a #pitbull like you.�\n."]
[2260, "#sexy naked indonesian girl lady gaga sex on stage https://t.co/epxYaNbG0G\n."]
[2261, "The simp is real when I wanna pick the right Taylor swift song to listen to over and over..\n."]
[2262, "@greedyourself: n acredito que justin bieber cantando despacito na live do ig salvou o meu dia https://t.co/n7psN2f6Sl\n."]
[2263, "RT @delavinkisses: #NowPlaying the old but gold Sparks fly- Taylor Swift. Good night for now fam, but there's something exciting na mangyay…\n."]
[2264, "@kissEMOTIONstan: 11. True Friend - Miley Cyrus as (Hannah Montana). This goes out to that one mutual, he knows who exactly he is. https�\n."]
[2265, "Adele - Send My Love (Country Club Ma ini Crew Radio Edit)\n."]
[2266, "@jaileymoments: I am voting for Justin Bieber for TOP SOCIAL A IST at the #BBMAs�.   to vote! #JustinBBMAs\n."]
[2267, "#セレーナゴメス LIVE\n."]
[2268, "Taylor Swift - Love Story https://t.co/4yBnVVxT9C #nowplaying #cirrusplayer\n."]
[2269, "@biebsftbangtan: justin bieber invented live streams, end.\n."]
[2270, "Sometimes it lasts in love but sometimes it hu s instead #Adele\n."]
[2271, "Taylor's swift has a new boyfriend. This means a new breakup song is coming soon. I'm so excited!\n."]
[2272, "@pitbull_updates: More HQ photos of @Pitbull performing at #MissUSA have been added to https://t.co/9B158yas1V https://t.co/wa90kHcawZ\n."]
[2273, ""And you can live through anything if Magic made it…\n."]
[2274, "@MileysCyrusNews: Miley Cyrus will perform #Malibu live at the Billboard Music Awards (@BBMAs) on Sunday, May 21 at 8PM ET on @ABCNetwor�\n."]
[2275, "@OnlyVocal: Love Yourself - Justin Bieber Vocals Only https://t.co/qES3xn1IPm\n."]
[2276, "O Spotify decidiu só passar taylor swift, okay\n."]
[2277, "@knathanye: @UpdatingVotesJB A LIVE DO BIEBER I vote for Justin Bieber for TOP SOCIAL A IST.   to vote! #JustinBBMAs\n."]
[2278, "It peaked at  #12 on Billboard Hot 100 https://t.co/l55Pl2L4TZ\n."]
[2279, "such an honor to be on the same stage as @pitbull and @jbalvin i love u guys SO much ??�\n."]
[2280, "I vote @BTS_twt for Top Soci…\n."]
[2281, "@Eva_Palmer eva i love you\n."]
[2282, "@TheEdgeNZ Play more Miley Cyrus please!\n."]
[2283, "@SouTeamBieber: Screenshots do Justin Bieber em sua live no Instagram (16 de Maio)\n."]
[2284, "I liked a @YouTube video https://t.co/CdzQokymSr MILEY CYRUS REAL VOICE/WITHOUT AUTOTUNE\n."]
[2285, "And I do not ask for much, just to see at once😪 https://t.co/kD2NAbH4dU\n."]
[2286, "She really tryna Taylor Swift this situation, lmao wowwwww https://t.co/xIguKTMyYn\n."]
[2287, "#MileyCyrus talks about being her "dad�s personal McDonald�s driver", lol. Click below to watch! ~@MikeAdamOnAir https://t.co/MVwTzFqCia\n."]
[2288, "“Send my love to your new lover\n."]
[2289, "#NowPlaying Beyonce ft Kanye West - Ego (Remix) (Clean) :: Tune In: https://t.co/ZoG9WBitLr\n."]
[2290, "In a parallel universe, Lady Gaga #Joanne did an amazing &amp; beautiful performance at President Hillary Clinton's inauguration ???? #ImWithHer\n."]
[2291, "@Adele I miss you 😘 so much https://t.co/eD5UNq1veq\n."]
[2292, "@kissEMOTIONstan: Who's the better vocalist?\n."]
[2293, "Im so happy Miley Cyrus is normal again\n."]
[2294, "#Vh1WomanCrushWednesday plzzzzzzz.. Ply The Hea  wants what it want by Selena Gomez plzzzzzzzzzz... Ply 🙏\n."]
[2295, "Justin Bieber cantando "Despacito Remix" durante a live no Instagram. #JustinBBMAs https:/�\n."]
[2296, "@AsiaPop40: Indian Beliebers react to seeing @justinbieber live for the very first time! ?? #JustinBieber #PurposeTourIndia ????https://t.c�\n."]
[2297, ""Can&amp;#039;t Help Falling In Love" by Britney Spears https://t.co/GsjTjqLkkz #\n."]
[2298, "@MashupTunes: Lady Gaga would be so proud https://t.co/pVIpwjwkWT\n."]
[2299, "RT @YTCoversNL: Alex Goot &amp; Andie Case – I Don’t Wanna Live Forever (van Zayn &amp; Taylor Swift) https://t.co/PZrSycRGvz | @alexgoot @AndieCase\n."]
[2300, "@A istsandMusic: �Don't you ever let a soul in the world tell you that you can't be exactly who you are.� - Lady Gaga https://t.co/g1uU�\n."]
[2301, "selena gomez is a great a ist. so motivational and inspirational.\n."]
[2302, "Luis Fonsi &amp; Daddy Yankee Featuring Justin Bieber?"Despacito"?5?27???Billboard Hot 100?1??????... https://t.co/cQawcaqlsE\n."]
[2303, "@vanessablairx: someone ask Justin Bieber if he's okay https://t.co/oPlwwJSR8K\n."]
[2304, "From Meg Whitman To Taylor Swift: Meet The 60 Richest, Most ... - Forbes https://t.co/qaKEJuTiZm\n."]
[2305, "@pitbull: Get ready! We are playing "Hey Ma" live with @JBALVIN and @Camila_Cabello at the @MTVAwards, tonight at 8/7c on @MTV! #MTVAwar�\n."]
[2306, "@richardcorcoran @mattgaetz @pitbull Whoa.  You're almost famous,  @mattgaetz Reality check... You're in the armpit of FL. Not Miami.\n."]
[2307, "I liked a @YouTube video https://t.co/ROtQXH5TD4 Justin Bieber - What Do You Mean?\n."]
[2308, "Who is Joe Alwyn, Taylor Swift's new boyfriend? https://t.co/QXoKJFJ2Y1\n."]
[2309, "I added a video to a @YouTube playlist https://t.co/VcTOga7iBc Lady Gaga - The Cure (Lyric Video)\n."]
[2310, "YOURE THE LIGHT THAT FEEDS THE SUN IN MY WORLD\n."]
